,newind,Cand_Name,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Coverage_End_Date,Party_Committee_Contribution,Cand_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Coverage_Start_Date
995,SC04,"PIERCE, DONNA SHANNON",REP,OPEN,92477.7,92477.7,0.0,07/06/2018,5000.0,25.0,91901.08,0.0,01/01/2018
877,SC04,"EPLEY, JAMES",REP,OPEN,101965.0,91366.61,10598.39,05/23/2018,0.0,50.0,91366.61,0.0,03/01/2018
151,SC04,"BELL, BARRY",REP,OPEN,5620.41,4274.41,1307.39,06/12/2018,0.0,0.0,4274.41,0.0,01/01/2018
1269,SC04,"SANDERS, JUSTIN DAVID MR.",REP,OPEN,4100.0,129.87,-3479.87,09/30/2018,0.0,4000.0,129.87,-3500.97,04/01/2018
1681,SC04,"KIMBRELL, JOSHUA BRETT",REP,OPEN,384666.0,384664.58,0.0,12/31/2018,0.0,4050.0,310784.58,0.0,01/01/2018
479,SC04,"DAVIS, JOHN TIMOTHY",DEM,OPEN,8524.4,8524.4,0.0,06/30/2018,0.0,100.0,7690.63,0.0,12/07/2017
671,SC04,"FURAY, GUY V MR.",AMP,OPEN,70929.64,71087.44,-20442.44,12/31/2018,0.0,55379.64,71087.44,0.0,04/01/2018
1678,SC04,"TIMMONS, WILLIAM R. IV",REP,OPEN,1827157.42,1814017.85,13139.57,12/31/2018,0.0,0.0,1256467.85,0.0,01/01/2018
576,SC04,"BURNS, MARK",REP,OPEN,136405.05,136405.05,0.0,06/30/2018,0.0,0.0,122905.05,0.0,01/01/2018
237,SC04,"GRABEN, ERIC KNOX",DEM,OPEN,106171.27,106171.27,0.0,06/30/2018,0.0,2700.0,105479.92,0.0,01/01/2018
27,SC05,"MURPHY, LES",DEM,OPEN,8960.0,3824.17,5135.83,04/12/2017,655.0,0.0,3824.17,0.0,01/01/2017
35,SC05,"LOUGH, STEPHEN HARRISON",DEM,CHALLENGER,15022.36,10187.33,5655.84,06/30/2018,0.0,5454.38,7508.04,820.81,01/01/2018
278,SC05,"WAMPLER, KRIS ANDREW",REP,OPEN,3180.0,4886.27,-1706.27,07/14/2017,0.0,1210.0,4886.27,0.0,01/01/2017
1686,SC05,"PARNELL, ARCHIE",DEM,CHALLENGER,2039416.09,2027264.18,12151.91,12/31/2018,0.0,200000.0,1990790.11,0.0,01/01/2017
994,SC05,"THORNTON, JOSH",OTH,OPEN,5398.0,5398.0,0.0,10/16/2017,1000.0,38.0,4566.68,0.0,03/06/2017
577,SC05,"MULLIKIN, TOM",REP,OPEN,495314.96,495314.96,0.0,06/30/2018,0.0,76471.96,489930.74,0.0,02/01/2017
1087,SC05,"CONNELLY, CHAD",REP,OPEN,258721.0,258721.0,0.0,12/31/2018,100.0,100.0,253721.0,0.0,02/03/2017
846,SC05,"FEW, SHERI LOU MRS.",REP,OPEN,76560.27,92635.27,0.0,07/27/2017,0.0,0.0,81165.29,16075.0,01/01/2017
503,SC05,"POPE, TOMMY",REP,OPEN,463523.92,463523.92,0.0,10/11/2017,0.0,0.0,424703.21,0.0,01/01/2017
207,SC05,"BLESDOE DVM, WILLIAM D",REP,CHALLENGER,10000.0,10000.0,0.0,04/01/2017,0.0,0.0,9353.0,10000.0,01/05/2017
1958,SC05,"FRANK, ALEXIS",DEM,OPEN,66498.27,60686.91,5811.36,12/31/2018,0.0,0.0,56661.36,0.0,03/01/2017
1685,SC05,"NORMAN, RALPH W. JR.",REP,INCUMBENT,2597132.09,2000692.16,596439.93,12/31/2018,5000.0,0.0,1851956.83,0.0,01/01/2017
756,SC06,"CLYBURN, JAMES E.",DEM,INCUMBENT,1992933.08,2004772.84,905678.59,12/31/2018,0.0,0.0,988960.18,917518.35,01/01/2017
1709,SC06,"GRESSMANN, GERHARD RALF REV",REP,CHALLENGER,8829.28,1666.28,7296.99,12/31/2018,1300.0,0.0,1591.29,313.18,01/01/2018
1710,SC07,"WILLIAMS, ROBERT",DEM,CHALLENGER,26214.29,26667.29,1116.01,12/31/2018,24.95,125.0,26667.29,0.0,02/12/2018
199,SC07,"HAMMOND, LARRY GUY",REP,CHALLENGER,1874.12,7207.43,135.98,06/18/2018,0.0,1674.12,3687.43,0.0,04/17/2018
494,SC07,"HYMAN, MAL",DEM,CHALLENGER,53061.78,53061.78,0.0,10/14/2018,0.0,0.0,53061.78,0.0,06/26/2017
1716,SC07,"HOPKINS, WILLIAM E. JR.",DEM,CHALLENGER,120366.0,120365.72,0.0,12/31/2018,0.0,2020.0,117065.72,0.0,02/01/2018
1670,SC07,"FISCHER, BRUCE DR.",DEM,CHALLENGER,43903.02,24973.73,6256.77,06/30/2018,0.0,1118.02,24973.73,0.0,07/01/2017
1533,SC07,"RICE, TOM",REP,INCUMBENT,1566965.41,1134451.26,957823.65,12/31/2018,0.0,0.0,848197.85,525309.5,01/01/2017
310,SD01,"WIECZOREK, RONALD LEE",IND,OPEN,23305.0,19070.0,183.0,12/31/2018,0.0,2588.0,13443.0,0.0,02/01/2018
512,SD01,"TAPIO, NEAL",REP,OPEN,182010.0,182010.0,0.0,07/13/2018,0.0,0.0,162110.32,0.0,01/01/2018
1711,SD01,"JOHNSON, DUSTY",REP,OPEN,1668537.77,1715846.62,55992.53,12/31/2018,3250.0,41757.35,1711017.5,103301.38,01/01/2017
1982,SD01,"HENDRICKSON, GEORGE",LIB,OPEN,5644.59,5655.65,-11.06,11/26/2018,400.0,1404.08,5633.92,0.0,07/01/2017
1088,SD01,"BJORKMAN, TIMOTHY W MR.",DEM,OPEN,875434.85,872439.02,2995.83,12/31/2018,250.0,83427.04,821275.66,0.0,07/01/2017
150,SD01,"KREBS, SHANTEL",REP,OPEN,685166.15,646445.88,26675.27,12/31/2018,0.0,1686.69,608070.88,0.0,01/01/2017
198,TN01,"MCKINLEY, TODD ALLEN",REP,CHALLENGER,54144.86,48947.96,5041.9,09/19/2018,0.0,27551.32,46336.64,0.0,07/01/2017
2123,TN01,"ROE, DAVID PHILLIP DR.",REP,INCUMBENT,358884.0,605461.68,227551.0,12/31/2018,1000.0,0.0,537174.68,474128.68,01/01/2017
1800,TN01,"OLSEN, MARTIN",DEM,CHALLENGER,163457.48,163213.41,244.07,12/31/2018,0.0,26256.3,162748.45,0.0,07/01/2017
1986,TN01,"BANYAS, MICKIE LOU",REP,CHALLENGER,8639.4,7351.38,1288.02,08/07/2018,0.0,2832.2,7351.38,0.0,04/01/2018
1763,TN02,"HAMBLIN, HANK",REP,OPEN,10945.94,13568.86,-2622.25,07/13/2018,0.0,0.0,13568.86,0.67,02/17/2018
1062,TN02,"GROSS, KENNETH WAYNE MR.",REP,OPEN,7261.0,5218.0,2042.0,09/30/2017,0.0,5311.0,5218.0,0.0,07/01/2017
222,TN02,"BURCHETT, TIM",REP,OPEN,1094057.68,958168.08,135889.6,12/31/2018,0.0,0.0,944873.83,0.0,07/01/2017
742,TN02,"SAGLIANO, VITO ANTHONY MR.",REP,OPEN,12342.35,12010.27,637.08,08/14/2018,0.0,9247.6,5319.33,305.0,07/01/2017
2140,TN02,"EMERT, JASON",REP,OPEN,487156.68,487156.68,0.0,12/31/2018,0.0,65334.88,477905.66,0.0,11/01/2017
1590,TN02,"MATLOCK, JAMES LLOYD",REP,OPEN,793229.01,792298.21,1130.8,12/31/2018,10950.0,0.0,791298.21,200.0,07/01/2017
1548,TN02,"NICKLOES, SARAH ASHLEY",REP,OPEN,243854.67,243854.67,0.0,09/28/2018,0.0,0.0,225070.04,0.0,01/01/2018
1547,TN02,"WILLIAMS, JOSHUA DR",DEM,OPEN,126520.49,127849.65,-1329.16,09/30/2018,0.0,1238.99,119571.84,0.0,04/01/2017
2001,TN02,"SAMPLES, WILLIAM",IND,OPEN,950.0,391.0,558.0,12/31/2017,100.0,0.0,391.0,0.0,06/20/2017
525,TN02,"WHITMIRE, MARC",IND,OPEN,4180.24,2136.69,2043.55,09/30/2018,0.0,0.0,2136.69,0.0,10/04/2017
1712,TN02,"HOYOS, RENEE",DEM,OPEN,351595.19,347366.36,4219.11,12/31/2018,0.0,6334.61,340926.58,0.0,09/09/2017
884,TN03,"MASSENGALE, JEREMY MR.",REP,CHALLENGER,1539.94,1462.58,77.36,06/30/2018,0.0,906.97,1462.58,0.0,11/08/2017
2103,TN03,"MITCHELL, DANIELLE DR.",DEM,CHALLENGER,293347.43,284785.18,8562.25,12/31/2018,900.0,11046.77,279750.18,0.0,11/01/2016
746,TN03,"FLEISCHMANN, CHARLES J",REP,INCUMBENT,1262508.05,601495.93,1210099.13,12/31/2018,4000.0,0.0,592045.93,549087.01,01/01/2017
2117,TN04,"MADDUX, DAVID JACKSON",REP,CHALLENGER,24781.21,25882.29,-2882.0,12/31/2018,0.0,0.0,25882.29,-1781.09,07/01/2017
1201,TN04,"PHILLIPS, MARIAH NICOLE",DEM,CHALLENGER,586593.59,578769.82,7823.77,12/31/2018,0.0,14669.67,560854.46,0.0,03/20/2017
1934,TN04,"REYNOLDS, STEVEN DOYLE",DEM,CHALLENGER,46420.72,39447.81,7549.32,07/13/2018,0.0,0.0,38105.06,4704.14,01/01/2017
1609,TN04,"DESJARLAIS, SCOTT HON.",REP,INCUMBENT,544684.66,271735.43,363684.36,12/31/2018,0.0,0.0,271467.61,90735.13,01/01/2017
1629,TN04,"HALE, CHRISTOPHER JOLLY",DEM,CHALLENGER,50686.47,50889.8,0.0,12/31/2018,0.0,21835.79,50889.8,203.33,05/11/2018
1534,TN05,"COOPER, JAMES H.S.",DEM,INCUMBENT,559925.14,767123.33,668496.29,12/31/2018,0.0,0.0,435428.64,875694.48,01/01/2017
753,TN06,"DUNN, LLOYD 1981",IND,OPEN,327.0,0.0,15.0,11/26/2018,0.0,327.0,0.0,15.0,10/18/2018
1379,TN06,"VIVIO, LAVERN",REP,OPEN,28214.83,28239.53,-14117.43,09/30/2018,0.0,0.0,26019.53,0.0,04/01/2018
1713,TN06,"ROSE, JOHN W.",REP,OPEN,5241823.34,5212189.78,29633.56,12/31/2018,0.0,0.0,2961617.15,0.0,08/09/2017
300,TN06,"WINEINGER, MERRILEE",DEM,OPEN,47006.71,46806.88,199.83,08/23/2018,0.0,24943.71,45463.38,0.0,01/01/2018
1900,TN06,"BARLOW, DAWN",DEM,OPEN,44570.15,43317.14,67.1,12/31/2018,17186.88,6200.0,43317.14,7002.48,01/01/2018
1901,TN06,"HEFFERNAN, PETER",DEM,OPEN,30899.63,28874.41,0.0,12/31/2018,0.0,1849.63,7874.41,0.0,04/01/2018
659,TN06,"CORLEW, BOB",REP,OPEN,1520974.91,1520974.91,0.0,09/12/2018,0.0,132.91,1516944.55,0.0,01/01/2018
1620,TN06,"MATHENY, JUDD",REP,OPEN,276131.91,276131.91,0.0,12/31/2018,0.0,0.0,274890.68,0.0,07/01/2017
1902,TN07,"KANEW, JUSTIN",DEM,OPEN,494481.5,491053.76,3427.74,12/31/2018,0.0,3400.0,488358.34,0.0,04/01/2017
1623,TN07,"REEL, MATT",DEM,OPEN,196825.78,192471.48,4354.3,12/31/2018,0.0,2700.0,174096.48,0.0,01/01/2017
1951,TN07,"PENFOLD, JOSHUA",DEM,OPEN,151.0,151.0,0.0,03/31/2018,0.0,151.0,151.0,0.0,01/01/2017
1020,TN07,"MILLER, LEE THOMAS",REP,OPEN,184320.0,184320.0,0.0,03/31/2018,0.0,0.0,24004.64,0.0,10/01/2017
1714,TN07,"GREEN, MARK DR.",REP,OPEN,2461275.21,2445092.89,16182.32,12/31/2018,100.0,120025.0,1763692.89,0.0,10/01/2017
758,TN08,"KUSTOFF, DAVID",REP,INCUMBENT,1792247.33,1835725.94,71900.36,12/31/2018,0.0,0.0,1727212.71,115378.97,01/01/2017
2029,TN08,"STOTTS-PEARSON, ERIKA",DEM,CHALLENGER,9494.81,8093.54,950.67,12/31/2018,0.0,0.0,7411.04,0.0,07/01/2018
866,TN08,"FLINN, GEORGE S DR JR",REP,CHALLENGER,3109850.0,3121453.83,0.0,12/31/2018,0.0,0.0,3084723.34,11603.83,01/01/2017
1622,TN08,"BOATNER, JOHN BURKE JR",DEM,CHALLENGER,43421.45,42137.45,1835.0,12/31/2018,0.0,1074.92,42104.55,0.0,11/09/2016
1143,TN08,"HART, JAMES",IND,CHALLENGER,101.13,310.8,1088.07,12/31/2018,0.0,0.0,310.8,1297.74,01/01/2017
1342,TN08,"OWENS, COLLEEN",REP,CHALLENGER,20223.0,20222.0,0.0,09/01/2018,0.0,0.0,13841.0,0.0,04/01/2018
1091,TN09,"SMITH, KASANDRA LEE",DEM,CHALLENGER,8450.17,5924.61,2525.56,09/30/2018,0.0,0.0,5924.61,0.0,04/01/2018
400,TN09,"COHEN, STEPHEN IRA",DEM,INCUMBENT,532415.26,408226.66,1065859.93,12/31/2018,0.0,0.0,305210.15,941671.33,01/01/2017
446,TN09,"BERGMANN, CHARLOTTE",REP,CHALLENGER,74193.31,72217.79,1975.52,12/31/2018,0.0,0.0,72217.79,0.0,01/01/2018
38,TN09,"MANTANONA, NICHOLAS BRENT MR.",IND,CHALLENGER,3500.0,3500.0,0.0,06/30/2017,0.0,0.0,3500.0,0.0,04/01/2017
2066,TX01,"MCKELLAR, SHIRLEY JONETTA  DR",DEM,CHALLENGER,48199.13,47552.69,941.84,12/31/2018,1450.0,200.0,47552.69,295.4,01/01/2017
1903,TX01,"BEAL, BRENT",DEM,CHALLENGER,76235.51,75568.28,667.23,12/31/2018,4000.0,1388.14,65712.76,0.0,04/01/2017
698,TX01,"GOHMERT, LOUIS B. MR. JR.",REP,INCUMBENT,826202.18,787021.73,61188.42,12/31/2018,500.0,0.0,764637.29,22007.97,01/01/2017
1308,TX02,"CUBBLER, SCOTT RALSTON MR.",IND,CHALLENGER,32101.08,33859.1,-1069.37,12/31/2018,0.0,26000.0,33859.1,0.0,06/01/2018
2054,TX02,"LURIE, JUSTIN LEONARD",REP,OPEN,10018.54,10018.54,0.0,03/31/2018,0.0,0.0,9854.54,0.0,11/01/2017
1970,TX02,"MALIK, SILKY",DEM,OPEN,19431.18,19523.63,-1113.73,03/31/2018,4000.0,11113.18,19523.63,0.0,10/01/2017
1284,TX02,"JONES, JIMMY DARNELL",DEM,OPEN,19035.37,13826.13,5209.24,02/14/2018,0.0,0.0,13826.13,0.0,10/01/2017
1521,TX02,"BRYAN, PAT",DEM,OPEN,1192.88,855.0,2.88,12/31/2018,0.0,0.0,450.0,1885.27,01/01/2017
573,TX02,"WALL, KATHALEEN MRS.",REP,OPEN,6213448.49,6213351.28,97.21,06/30/2018,0.0,6169732.49,6192371.28,0.0,11/20/2017
1715,TX02,"LITTON, TODD CATLETT",DEM,OPEN,1536148.54,1515116.21,21032.33,12/31/2018,4000.0,7787.09,1493945.25,0.0,04/01/2017
312,TX02,"KHORASANI, ALI",DEM,OPEN,12829.87,12221.99,607.88,02/14/2018,4216.5,2528.64,12157.26,0.0,04/01/2017
1053,TX02,"PARVIZIAN, HAMID",DEM,OPEN,112582.61,101238.99,7343.62,02/14/2018,4000.0,0.0,86738.99,0.0,10/16/2017
1751,TX02,"WHITTAKER, MALCOLM EDWIN MR.",REP,OPEN,11332.39,11312.39,0.0,12/31/2018,0.0,222.39,11162.39,0.0,10/01/2017
2013,TX02,"WALKER, RICK",REP,OPEN,602161.61,601096.66,1064.95,12/31/2018,0.0,0.0,475180.22,0.0,10/01/2017
1307,TX02,"CRENSHAW, DANIEL",UNK,OPEN,1865423.71,1844245.24,21178.47,12/31/2018,0.0,156.0,1746917.04,0.0,11/16/2017
1467,TX02,"ROBERTS, KEVIN",REP,OPEN,1086643.11,1086643.11,0.0,07/19/2018,0.0,3125.0,992632.05,0.0,11/08/2017
2116,TX02,"SPIERS, JON P DR",REP,OPEN,50137.77,49827.22,3010.55,12/31/2018,0.0,5400.0,41727.22,0.0,10/01/2017
1451,TX02,"HAVENS, JONATHAN MR.",REP,OPEN,162155.0,162155.0,0.0,09/30/2018,0.0,0.0,162155.0,0.0,12/05/2017
1904,TX02,"BALAT, DAVID",REP,OPEN,180021.54,180021.54,0.0,12/31/2018,0.0,0.0,114131.06,0.0,01/01/2017
1742,TX03,"BURCH, LORIE LOUISE",DEM,OPEN,320882.91,322136.33,-1278.42,12/31/2018,4000.0,1100.0,314490.31,0.0,04/01/2017
957,TX03,"YHAP, MEDRICK",DEM,OPEN,8050.0,6384.25,1665.0,03/31/2018,0.0,0.0,6384.25,0.0,07/01/2017
1726,TX03,"JOHNSON, SAMUEL H.",DEM,OPEN,71379.69,68467.99,2811.7,06/30/2018,4000.0,4110.11,67954.86,0.0,04/01/2017
1309,TX03,"TAYLOR, NICHOLAS V.",REP,OPEN,4666182.91,4473633.74,192549.17,12/31/2018,0.0,2740.33,3412936.48,0.0,08/21/2017
1423,TX03,"NIEDERKORN, DAVID",REP,OPEN,53845.74,45548.45,9297.29,12/31/2018,0.0,0.0,45548.45,1000.0,10/01/2017
363,TX03,"BELL, ADAM CLR NATION",DEM,OPEN,206193.33,210279.34,-85.0,06/30/2018,0.0,0.0,31404.34,3991.0,01/01/2017
2055,TX04,"COOPER, JOHN",REP,CHALLENGER,16271.0,16271.0,0.0,03/31/2018,0.0,12712.0,16271.0,0.0,09/09/2017
1597,TX04,"BETHEL JR, LANDER LOUIS",DEM,CHALLENGER,21667.2,20826.04,841.16,12/31/2018,0.0,0.0,18206.79,0.0,12/11/2017
1332,TX04,"KRANTZ, CATHERINE",DEM,CHALLENGER,29171.29,34031.58,-4860.29,12/31/2018,535.0,0.0,30784.28,0.0,10/01/2017
699,TX04,"RATCLIFFE, JOHN L",REP,INCUMBENT,1072294.97,841902.61,359003.95,12/31/2018,0.0,0.0,513749.24,128611.59,01/01/2017
1224,TX05,"SHEETS, KENNETH",REP,OPEN,196075.0,196075.0,0.0,05/17/2018,0.0,500.0,195075.0,0.0,11/06/2017
1624,TX05,"CAMPBELL, DANIEL C MR.",REP,OPEN,3775.0,1552.99,-14.1,06/30/2018,0.0,0.0,1552.99,0.0,01/01/2017
2064,TX05,"WRIGHT, JASON",REP,OPEN,146579.87,146579.87,0.0,03/31/2018,0.0,0.0,131079.87,0.0,10/01/2017
1102,TX05,"DEEN, SAM ALAN",REP,OPEN,79963.06,79963.06,0.0,12/31/2018,0.0,5593.06,79963.06,0.0,11/01/2017
1310,TX05,"WOOD, DANNY EUGENE JR",DEM,OPEN,124934.57,110785.59,13864.06,12/31/2018,4990.0,16991.07,106820.58,0.0,03/16/2017
1797,TX05,"POUNDS, BUNNI",REP,OPEN,905242.7,905242.7,0.0,08/21/2018,0.0,281.27,813041.7,0.0,10/01/2017
2119,TX05,"GOODEN, LANCE",REP,OPEN,1038984.33,884794.07,154190.26,12/31/2018,0.0,0.0,884794.07,0.0,10/01/2017
1363,TX06,"DUNCAN, JOHN WESLEY",DEM,OPEN,34500.18,34534.24,-34.06,05/03/2018,4000.0,3724.38,28445.51,0.0,01/01/2017
1286,TX06,"WOOLRIDGE, RUBY FAYE MS.",DEM,OPEN,98005.58,101790.46,0.0,12/31/2018,0.0,417.91,86784.46,2769.4,01/01/2017
1436,TX06,"ELLZEY, JOHN KEVIN",REP,OPEN,335108.72,335108.72,0.0,12/31/2018,0.0,26769.06,327374.78,0.0,11/28/2017
1122,TX06,"SHOCKLEE, LEVII",DEM,OPEN,8736.0,9666.0,-932.0,04/13/2018,4000.0,75.0,9235.0,0.0,07/01/2017
735,TX06,"MITCHELL, MONTE MARK DR.",REP,OPEN,10030.25,5475.25,4563.04,03/10/2018,0.0,0.0,5475.25,8.04,10/01/2017
1262,TX06,"ADAIR, GLENN DAREN MR. N/A",LIB,OPEN,508.0,470.0,0.0,01/06/2018,0.0,0.0,0.0,0.0,03/29/2017
1417,TX06,"WRIGHT, RON",REP,OPEN,707057.75,704664.14,2393.61,12/31/2018,0.0,0.0,703364.14,0.0,10/01/2017
882,TX06,"RATTERREE, TROY",REP,OPEN,52860.0,52860.0,0.0,04/06/2018,0.0,0.0,49031.67,0.0,01/03/2018
1733,TX06,"SNIDER, JUSTIN WAYNE",DEM,OPEN,12852.17,13666.29,0.0,09/17/2018,0.0,600.0,12204.78,814.12,04/01/2017
847,TX06,"DANDRIDGE, JACQUES MR. JR",REP,OPEN,5126.0,4194.71,946.33,12/31/2017,0.0,0.0,4194.71,15.04,12/04/2017
981,TX06,"DUBBERLY, SHANNON MICHAEL",REP,OPEN,117077.62,117077.62,0.0,03/31/2018,0.0,50.0,114027.62,0.0,12/01/2017
1095,TX06,"SANCHEZ, JANA LYNNE MS",DEM,OPEN,737861.14,718241.7,19619.44,12/31/2018,4000.0,972.49,709104.65,0.0,01/01/2017
482,TX07," ZIEGLER, EDWARD RAY",REP,CHALLENGER,37925.0,37259.84,885.93,06/30/2018,0.0,0.0,37259.84,220.77,01/01/2018
1067,TX07,"CARGAS, JAMES P",DEM,CHALLENGER,98636.51,105053.52,0.0,10/10/2018,0.0,34900.0,103840.86,6417.01,01/01/2017
284,TX07,"BUTLER, JOSHUA A",DEM,CHALLENGER,56282.82,56282.82,0.0,12/31/2018,4000.0,275.0,9496.76,0.0,01/01/2017
1508,TX07,"WESTIN, JASON",DEM,CHALLENGER,620911.73,620911.73,0.0,10/21/2018,4000.0,5588.84,566427.81,0.0,04/01/2017
775,TX07,"CULBERSON, JOHN",REP,INCUMBENT,3504457.9,3542492.23,43657.28,12/31/2018,0.0,0.0,3492513.11,81691.61,01/01/2017
148,TX07,"SANCHEZ, IVAN",DEM,CHALLENGER,64535.97,64535.97,0.0,05/30/2018,0.0,1381.97,63935.97,0.0,10/01/2017
1183,TX07,"MOSER, LAURA",DEM,CHALLENGER,1319841.25,1319764.49,76.76,12/31/2018,4000.0,2455.12,1278895.45,0.0,04/27/2017
1422,TX07,"FLETCHER, ELIZABETH",DEM,CHALLENGER,6226876.79,6184824.71,42067.08,12/31/2018,14000.0,18494.85,6093839.88,0.0,04/01/2017
2039,TX07,"KERNER, DEBRA",DEM,CHALLENGER,18565.14,18464.09,0.0,12/06/2018,0.0,0.0,7807.2,0.0,03/15/2017
1083,TX07,"TRIANTAPHYLLIS, ALEXANDER",DEM,CHALLENGER,1148100.53,1148005.4,95.13,06/30/2018,4000.0,2002.0,1023589.93,0.0,05/01/2017
732,TX08,"CANTU, JAMES",REP,CHALLENGER,40000.0,40000.0,0.0,11/28/2017,0.0,0.0,39792.26,0.0,07/01/2017
40,TX08,"BRADY, KEVIN",REP,INCUMBENT,5275171.36,6020897.99,722637.18,12/31/2018,0.0,0.0,3541599.46,1468363.81,01/01/2017
1743,TX08,"DAVID, STEVEN",DEM,CHALLENGER,34332.81,30263.0,3565.07,12/31/2018,0.0,0.0,30263.0,0.0,07/01/2017
764,TX09,"GREEN, ALEXANDER",DEM,INCUMBENT,576042.32,544539.16,265628.24,12/31/2018,21.04,400.0,398135.18,234125.08,01/01/2017
1550,TX09,"ROGERS, LAKESHA DONYEIL",IND,CHALLENGER,62176.11,61143.68,1032.43,12/31/2018,0.0,0.0,57483.68,0.0,01/01/2018
748,TX09,"HERNANDEZ, CHRISTIAN",DEM,CHALLENGER,100.0,100.0,0.0,12/31/2017,0.0,100.0,36.05,0.0,07/01/2017
1905,TX09,"HERNANDEZ, BENJAMIN",IND,CHALLENGER,20399.01,17429.58,2969.43,12/31/2018,0.0,10016.51,17429.58,0.0,11/09/2016
514,TX10,"CADIEN, TAWANA W.",DEM,CHALLENGER,2423.13,11400.58,-10800.67,06/30/2018,0.0,1000.0,11400.58,-242.48,01/01/2017
375,TX10,"EDEN, MADELINE KATHERINE",DEM,CHALLENGER,2995.0,25.0,2970.0,02/14/2018,0.0,25.0,25.0,0.0,12/18/2017
414,TX10,"HARRIS, MATT",DEM,CHALLENGER,5115.0,911.23,4203.77,02/14/2018,0.0,0.0,911.23,0.0,11/01/2017
1255,TX10,"STONE, RYAN HENRY",DEM,CHALLENGER,15482.37,15482.37,0.0,11/06/2017,0.0,314.31,15443.57,0.0,04/18/2017
766,TX10,"MCCAUL, MICHAEL",REP,INCUMBENT,1826789.13,1870327.23,62186.86,12/31/2018,0.0,0.0,1628021.95,105724.96,01/01/2017
1360,TX10,"SIEGEL, MICHAEL",DEM,CHALLENGER,489172.45,485681.52,3490.93,12/31/2018,4000.0,2885.11,471825.57,0.0,04/24/2017
974,TX10,"WALKER, TAMI LEANE",DEM,CHALLENGER,41941.12,41979.46,0.0,03/30/2018,4000.0,8496.12,27051.96,0.0,11/18/2017
1361,TX10,"NELSON, KEVIN",DEM,CHALLENGER,26219.21,6040.06,20179.15,12/31/2018,0.0,4219.21,6040.06,0.0,11/09/2016
138,TX10,"DEGROW, RICHIE",DEM,CHALLENGER,6076.13,6068.13,8.0,02/14/2018,0.0,1273.13,6068.13,0.0,05/30/2017
1437,TX11,"LEEDER, VIRGINIA LOUISE",DEM,CHALLENGER,85945.19,85051.51,2303.68,12/31/2018,0.0,100.0,85051.51,0.0,06/26/2017
1124,TX11,"MYERS, THOMAS PAUL",REP,CHALLENGER,6638.0,6637.61,0.0,03/29/2018,0.0,768.0,1832.0,0.0,12/06/2017
154,TX11,"CASAS, MASON",DEM,CHALLENGER,902.72,488.41,414.31,06/30/2017,492.72,0.0,228.41,0.0,01/01/2017
408,TX11,"CONAWAY, MICHAEL HONORABLE",REP,INCUMBENT,2216759.4,2483969.68,1099032.82,12/31/2018,0.0,0.0,2081725.49,1366243.1,01/01/2017
1745,TX12,"ADIA, VANESSA MICHELLE",DEM,CHALLENGER,208585.35,198453.18,9987.65,12/31/2018,0.0,1050.0,196087.02,0.0,03/15/2017
41,TX12,"GRANGER, KAY",REP,INCUMBENT,2081275.83,2104526.65,421201.0,12/31/2018,0.0,0.0,1294233.53,444451.82,01/01/2017
1585,TX13,"SAGAN, GREGORY T. MR.",DEM,CHALLENGER,50328.79,46655.41,2380.99,12/31/2018,0.0,574.72,41354.52,0.0,04/13/2017
769,TX13,"THORNBERRY, MAC",REP,INCUMBENT,1372999.46,1419932.49,458097.48,12/31/2018,0.0,0.0,795966.9,505030.51,01/01/2017
1055,TX14,"BELL, ADRIENNE",DEM,CHALLENGER,211626.33,206526.16,5100.17,12/31/2018,4000.0,0.0,202630.9,0.0,05/16/2017
2067,TX14,"WEBER, RANDY",REP,INCUMBENT,805426.52,714799.52,458755.6,12/31/2018,0.0,0.0,590518.17,368128.6,01/01/2017
1347,TX14,"SARGENT, WILLIAM KEDZIE ",REP,CHALLENGER,29508.0,29506.0,0.0,06/15/2018,0.0,101.0,29506.0,0.0,03/06/2017
42,TX15,"GONZALEZ, VICENTE",DEM,INCUMBENT,1311616.89,411506.69,1020610.8,12/31/2018,30.13,0.0,403881.69,120500.6,01/01/2017
894,TX15,"WESTLEY, TIMMY LEE",REP,CHALLENGER,22531.0,22942.0,293.0,12/31/2018,0.0,997.0,22624.0,29.0,01/01/2017
988,TX16,"GARCIA-URESTE, ALIA",REP,OPEN,165.0,0.45,164.55,12/31/2017,0.0,5.0,0.45,0.0,10/01/2017
919,TX16,"CARRILLO, JOHN RENE",DEM,OPEN,3220.0,0.0,,09/30/2017,0.0,0.0,0.0,,09/09/2017
444,TX16,"GARCIA, ENRIQUE MR.",DEM,OPEN,108220.79,108245.79,-25.0,04/30/2018,0.0,0.0,108245.79,0.0,07/01/2017
288,TX16,"TILGHMAN, JEROME LEANDER",DEM,OPEN,29024.0,29027.0,0.0,03/31/2018,0.0,26526.0,29027.0,0.0,10/01/2017
1192,TX16,"FENENBOCK, DORI",DEM,OPEN,1053359.08,1053359.08,0.0,11/05/2018,4000.0,0.0,901766.67,0.0,05/17/2017
1438,TX16,"ESCOBAR, VERONICA",DEM,OPEN,1445479.43,1208479.57,236999.86,12/31/2018,4000.0,0.0,1129268.17,0.0,08/25/2017
